action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,13294104,[],CHEMBL2379960,Inhibition of Bcl-2 (unknown origin) after 15 hrs by FRET method,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,,,CHEMBL2375247,Bioorg Med Chem Lett,2013,"{'bei': '10.95', 'le': '0.20', 'lle': '-0.70', 'sei': '3.65'}",CHEMBL51483,GOSSYPOL,CHEMBL51483,5.68,0,http://www.openphacts.org/units/Nanomolar,1891261,=,1,1,=,,IC50,nM,,2110.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,uM,UO_0000065,,2.11
,,13294105,[],CHEMBL2379961,Competitive binding affinity to his-tagged Bcl-2 (unknown origin) after 1 hr by ELISA in presence of Bim peptide,B,,,BAO_0000190,BAO_0000357,single protein format,Nn1c(SCc2cccc([N+](=O)[O-])c2)nnc1-c1c[nH]c2ccccc12,,,CHEMBL2375247,Bioorg Med Chem Lett,2013,"{'bei': '15.95', 'le': '0.31', 'lle': '2.50', 'sei': '5.05'}",CHEMBL2376835,,CHEMBL2376835,5.84,0,http://www.openphacts.org/units/Nanomolar,1891428,=,1,1,=,,IC50,nM,,1430.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,uM,UO_0000065,,1.43
,,13352591,[],CHEMBL2399234,Binding affinity to Bcl-2 (unknown origin) by surface plasmon resonance assay,B,,,BAO_0000190,BAO_0000357,single protein format,C/C(=N\Nc1nc2ccccc2s1)c1ccc(-c2cccc(C(=O)O)n2)s1,,,CHEMBL2396645,J Med Chem,2013,,CHEMBL2398170,,CHEMBL2398170,,0,http://www.openphacts.org/units/Nanomolar,1903758,>,1,1,>,,IC50,nM,,10000.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,uM,UO_0000065,,10.0
,,13353866,[],CHEMBL2399234,Binding affinity to Bcl-2 (unknown origin) by surface plasmon resonance assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)c1ccnc(-c2ccc3c(c2)/C(=N\Nc2nc4ccccc4s2)CCC3)n1,,,CHEMBL2396645,J Med Chem,2013,,CHEMBL2398262,,CHEMBL2398262,,0,http://www.openphacts.org/units/Nanomolar,1903864,>,1,1,>,,IC50,nM,,10000.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,uM,UO_0000065,,10.0
,,13353867,[],CHEMBL2399234,Binding affinity to Bcl-2 (unknown origin) by surface plasmon resonance assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCN1CC/C(=N/Nc2nc3ccccc3s2)c2cc(-c3cccc(C(=O)O)n3)ccc21,,,CHEMBL2396645,J Med Chem,2013,,CHEMBL2398249,,CHEMBL2398249,,0,http://www.openphacts.org/units/Nanomolar,1903851,>,1,1,>,,IC50,nM,,10000.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,uM,UO_0000065,,10.0
,,13353868,[],CHEMBL2399234,Binding affinity to Bcl-2 (unknown origin) by surface plasmon resonance assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)c1cccc(-c2ccc3c(c2)/C(=N\Nc2nc4ccccc4s2)CCC3)n1,,,CHEMBL2396645,J Med Chem,2013,,CHEMBL2398173,,CHEMBL2398173,,0,http://www.openphacts.org/units/Nanomolar,1903761,>,1,1,>,,IC50,nM,,10000.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,uM,UO_0000065,,10.0
,,13353869,[],CHEMBL2399234,Binding affinity to Bcl-2 (unknown origin) by surface plasmon resonance assay,B,,,BAO_0000190,BAO_0000357,single protein format,C/C(=N\Nc1nc2ccccc2s1)c1cccc(-c2cccc(C(=O)O)n2)c1,,,CHEMBL2396645,J Med Chem,2013,,CHEMBL2398286,,CHEMBL2398286,,0,http://www.openphacts.org/units/Nanomolar,1903889,>,1,1,>,,IC50,nM,,10000.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,uM,UO_0000065,,10.0
,,13353870,[],CHEMBL2399234,Binding affinity to Bcl-2 (unknown origin) by surface plasmon resonance assay,B,,,BAO_0000190,BAO_0000357,single protein format,C/C(=N\Nc1nc2ccccc2s1)c1ccc(-c2cccc(C(=O)O)c2)o1,,,CHEMBL2396645,J Med Chem,2013,,CHEMBL2398292,,CHEMBL2398292,,0,http://www.openphacts.org/units/Nanomolar,1903897,>,1,1,>,,IC50,nM,,10000.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,uM,UO_0000065,,10.0
,,13353892,[],CHEMBL2399234,Binding affinity to Bcl-2 (unknown origin) by surface plasmon resonance assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)c1cc(-c2ccc3c(c2)/C(=N\Nc2nc4ccccc4s2)CCC3)ccn1,,,CHEMBL2396645,J Med Chem,2013,"{'bei': '12.79', 'le': '0.24', 'lle': '0.09', 'sei': '6.06'}",CHEMBL2398263,,CHEMBL2398263,5.30,0,http://www.openphacts.org/units/Nanomolar,1903865,=,1,1,=,,IC50,nM,,5000.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,uM,UO_0000065,,5.0
,,13353893,[],CHEMBL2399234,Binding affinity to Bcl-2 (unknown origin) by surface plasmon resonance assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)c1csc(-c2ccc3c(c2)/C(=N\Nc2nc4ccccc4s2)CCC3)n1,,,CHEMBL2396645,J Med Chem,2013,"{'bei': '12.61', 'le': '0.25', 'lle': '0.03', 'sei': '6.06'}",CHEMBL2398260,,CHEMBL2398260,5.30,0,http://www.openphacts.org/units/Nanomolar,1903862,=,1,1,=,,IC50,nM,,5000.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,uM,UO_0000065,,5.0
,,13353952,[],CHEMBL2399234,Binding affinity to Bcl-2 (unknown origin) by surface plasmon resonance assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1[N+](=O)[O-],,,CHEMBL2396645,J Med Chem,2013,"{'bei': '10.03', 'le': '0.20', 'lle': '0.27', 'sei': '6.36'}",CHEMBL376408,ABT 737,CHEMBL376408,8.15,0,http://www.openphacts.org/units/Nanomolar,1903892,=,1,1,=,,IC50,nM,,7.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,uM,UO_0000065,,0.007
,,14733267,[],CHEMBL3291800,Antagonist activity at Bcl-2 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)c1cccc(-c2ccc3c(c2)/C(=N/Nc2nc4ccccc4s2)CCC3)n1,,,CHEMBL3286340,ACS Med Chem Lett,2014,,CHEMBL3287282,,CHEMBL3287282,,0,http://www.openphacts.org/units/Nanomolar,2114588,>,1,1,>,,IC50,nM,,10000.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,uM,UO_0000065,,10.0
,,14733268,[],CHEMBL3291800,Antagonist activity at Bcl-2 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)c1csc(-c2ccc3c(c2)/C(=N/Nc2nc4ccccc4s2)CCC3)n1,,,CHEMBL3286340,ACS Med Chem Lett,2014,"{'bei': '12.61', 'le': '0.25', 'lle': '0.03', 'sei': '6.06'}",CHEMBL3287283,,CHEMBL3287283,5.30,0,http://www.openphacts.org/units/Nanomolar,2114589,=,1,1,=,,IC50,nM,,5000.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,uM,UO_0000065,,5.0
,,15040106,[],CHEMBL3369467,Inhibition of c-terminal 6xHis-tagged Bcl-2 (amino acids 1 to 204) (unknown origin) preincubated for 1 hr prior to substrate addition measured after 20 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NS(=O)(=O)c1ccc(N[C@H](CCN2CCOCC2)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1ccc(N2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)cc1,,,CHEMBL3351631,Bioorg Med Chem Lett,2014,"{'bei': '8.44', 'le': '0.17', 'lle': '-0.08', 'sei': '6.20'}",CHEMBL3311329,,CHEMBL3311329,7.96,0,http://www.openphacts.org/units/Nanomolar,2254789,=,1,1,=,,IC50,nM,,11.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,uM,UO_0000065,,0.011
,,15040107,[],CHEMBL3369467,Inhibition of c-terminal 6xHis-tagged Bcl-2 (amino acids 1 to 204) (unknown origin) preincubated for 1 hr prior to substrate addition measured after 20 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,N=C(NS(=O)(=O)c1ccc(N[C@H](CCN2CCOCC2)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1ccc(N2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)cc1,,,CHEMBL3351631,Bioorg Med Chem Lett,2014,"{'bei': '8.20', 'le': '0.17', 'lle': '-0.50', 'sei': '5.71'}",CHEMBL3311330,,CHEMBL3311330,7.72,0,http://www.openphacts.org/units/Nanomolar,2254790,=,1,1,=,,IC50,nM,,19.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,uM,UO_0000065,,0.019
,,15040108,[],CHEMBL3369467,Inhibition of c-terminal 6xHis-tagged Bcl-2 (amino acids 1 to 204) (unknown origin) preincubated for 1 hr prior to substrate addition measured after 20 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=S(=O)(NC(=C1COC1)c1ccc(N2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)cc1)c1ccc(N[C@H](CCN2CCOCC2)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1,,,CHEMBL3351631,Bioorg Med Chem Lett,2014,,CHEMBL3311331,,CHEMBL3311331,,0,http://www.openphacts.org/units/Nanomolar,2254791,>,1,1,>,,IC50,nM,,1000.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,uM,UO_0000065,,1.0
,,15040109,[],CHEMBL3369467,Inhibition of c-terminal 6xHis-tagged Bcl-2 (amino acids 1 to 204) (unknown origin) preincubated for 1 hr prior to substrate addition measured after 20 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NS(=O)(=O)c1ccc(N[C@H](CCN2CCOCC2)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1ccc(N2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)nn1,,,CHEMBL3351631,Bioorg Med Chem Lett,2014,"{'bei': '6.95', 'le': '0.14', 'lle': '-0.26', 'sei': '4.26'}",CHEMBL3311479,,CHEMBL3311479,6.57,0,http://www.openphacts.org/units/Nanomolar,2254792,=,1,1,=,,IC50,nM,,270.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,uM,UO_0000065,,0.27
,,15040110,[],CHEMBL3369467,Inhibition of c-terminal 6xHis-tagged Bcl-2 (amino acids 1 to 204) (unknown origin) preincubated for 1 hr prior to substrate addition measured after 20 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NS(=O)(=O)c1ccc(N[C@H](CCN2CCOCC2)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1cnc(N2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)nc1,,,CHEMBL3351631,Bioorg Med Chem Lett,2014,"{'bei': '8.20', 'le': '0.17', 'lle': '0.91', 'sei': '5.02'}",CHEMBL3311480,,CHEMBL3311480,7.75,0,http://www.openphacts.org/units/Nanomolar,2254793,=,1,1,=,,IC50,nM,,18.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,uM,UO_0000065,,0.018
,,15040111,[],CHEMBL3369467,Inhibition of c-terminal 6xHis-tagged Bcl-2 (amino acids 1 to 204) (unknown origin) preincubated for 1 hr prior to substrate addition measured after 20 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NS(=O)(=O)c1ccc(N[C@H](CCN2CCOCC2)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1csc(N2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)n1,,,CHEMBL3351631,Bioorg Med Chem Lett,2014,"{'bei': '7.29', 'le': '0.15', 'lle': '-0.57', 'sei': '4.90'}",CHEMBL3311481,,CHEMBL3311481,6.92,0,http://www.openphacts.org/units/Nanomolar,2254794,=,1,1,=,,IC50,nM,,119.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,uM,UO_0000065,,0.119
,,15040112,[],CHEMBL3369467,Inhibition of c-terminal 6xHis-tagged Bcl-2 (amino acids 1 to 204) (unknown origin) preincubated for 1 hr prior to substrate addition measured after 20 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NS(=O)(=O)c1ccc(N[C@H](CCN2CCOCC2)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1ccc(N2CC3(CN(Cc4ccccc4-c4ccc(Cl)cc4)C3)C2)cc1,,,CHEMBL3351631,Bioorg Med Chem Lett,2014,,CHEMBL3311482,,CHEMBL3311482,,0,http://www.openphacts.org/units/Nanomolar,2254795,>,1,1,>,,IC50,nM,,468.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,uM,UO_0000065,,0.468
,,15040113,[],CHEMBL3369467,Inhibition of c-terminal 6xHis-tagged Bcl-2 (amino acids 1 to 204) (unknown origin) preincubated for 1 hr prior to substrate addition measured after 20 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NS(=O)(=O)c1ccc(N[C@H](CCN2CCOCC2)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1ccc(P2(=O)CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)cc1,,,CHEMBL3351631,Bioorg Med Chem Lett,2014,,CHEMBL3311483,,CHEMBL3311483,,0,http://www.openphacts.org/units/Nanomolar,2254796,>,1,1,>,,IC50,nM,,1100.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,uM,UO_0000065,,1.1
,,15040114,[],CHEMBL3369467,Inhibition of c-terminal 6xHis-tagged Bcl-2 (amino acids 1 to 204) (unknown origin) preincubated for 1 hr prior to substrate addition measured after 20 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NS(=O)(=O)c1ccc(N[C@H](CCN2CCOCC2)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1ccc(N2CCP(=O)(Cc3ccccc3-c3ccc(Cl)cc3)CC2)cc1,,,CHEMBL3351631,Bioorg Med Chem Lett,2014,"{'bei': '7.45', 'le': '0.16', 'lle': '-1.83', 'sei': '5.11'}",CHEMBL3311484,,CHEMBL3311484,7.27,0,http://www.openphacts.org/units/Nanomolar,2254797,=,1,1,=,,IC50,nM,,54.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,uM,UO_0000065,,0.054
,,15040115,[],CHEMBL3369467,Inhibition of c-terminal 6xHis-tagged Bcl-2 (amino acids 1 to 204) (unknown origin) preincubated for 1 hr prior to substrate addition measured after 20 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NS(=O)(=O)c1ccc(N[C@H](CCN2CCOCC2)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1ccc(N2CCC(Oc3ccccc3-c3ccc(Cl)cc3)CC2)cc1,,,CHEMBL3351631,Bioorg Med Chem Lett,2014,"{'bei': '7.00', 'le': '0.14', 'lle': '-2.16', 'sei': '4.91'}",CHEMBL3311485,,CHEMBL3311485,6.60,0,http://www.openphacts.org/units/Nanomolar,2254798,=,1,1,=,,IC50,nM,,250.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,uM,UO_0000065,,0.25
,,15040116,[],CHEMBL3369467,Inhibition of c-terminal 6xHis-tagged Bcl-2 (amino acids 1 to 204) (unknown origin) preincubated for 1 hr prior to substrate addition measured after 20 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NS(=O)(=O)c1ccc(N[C@H](CCN2CCOCC2)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1ccc(N2CCC(C(=O)c3ccccc3-c3ccc(Cl)cc3)CC2)cc1,,,CHEMBL3351631,Bioorg Med Chem Lett,2014,"{'bei': '7.52', 'le': '0.15', 'lle': '-1.62', 'sei': '5.05'}",CHEMBL3311486,,CHEMBL3311486,7.19,0,http://www.openphacts.org/units/Nanomolar,2254799,=,1,1,=,,IC50,nM,,65.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,uM,UO_0000065,,0.065
,,15040117,[],CHEMBL3369467,Inhibition of c-terminal 6xHis-tagged Bcl-2 (amino acids 1 to 204) (unknown origin) preincubated for 1 hr prior to substrate addition measured after 20 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NS(=O)(=O)c1ccc(N[C@H](CCN2CCOCC2)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1ccc(N2CCC(Sc3ccccc3-c3ccc(Cl)cc3)CC2)cc1,,,CHEMBL3351631,Bioorg Med Chem Lett,2014,"{'bei': '7.52', 'le': '0.16', 'lle': '-2.27', 'sei': '5.77'}",CHEMBL3311487,,CHEMBL3311487,7.21,0,http://www.openphacts.org/units/Nanomolar,2254800,=,1,1,=,,IC50,nM,,61.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,uM,UO_0000065,,0.061
,,15040118,[],CHEMBL3369467,Inhibition of c-terminal 6xHis-tagged Bcl-2 (amino acids 1 to 204) (unknown origin) preincubated for 1 hr prior to substrate addition measured after 20 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NS(=O)(=O)c1ccc(N[C@H](CCN2CCOCC2)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1ccc(N2CCC([S@@+]([O-])c3ccccc3-c3ccc(Cl)cc3)CC2)cc1,,,CHEMBL3351631,Bioorg Med Chem Lett,2014,"{'bei': '7.91', 'le': '0.16', 'lle': '-0.77', 'sei': '5.21'}",CHEMBL3311488,,CHEMBL3311488,7.72,0,http://www.openphacts.org/units/Nanomolar,2254801,=,1,1,=,,IC50,nM,,19.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,uM,UO_0000065,,0.019
,,15040119,[],CHEMBL3369467,Inhibition of c-terminal 6xHis-tagged Bcl-2 (amino acids 1 to 204) (unknown origin) preincubated for 1 hr prior to substrate addition measured after 20 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NS(=O)(=O)c1ccc(N[C@H](CCN2CCOCC2)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1ccc(N2CCC([S@+]([O-])c3ccccc3-c3ccc(Cl)cc3)CC2)cc1,,,CHEMBL3351631,Bioorg Med Chem Lett,2014,"{'bei': '6.42', 'le': '0.13', 'lle': '-2.23', 'sei': '4.23'}",CHEMBL3311489,,CHEMBL3311489,6.26,0,http://www.openphacts.org/units/Nanomolar,2254802,=,1,1,=,,IC50,nM,,545.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,uM,UO_0000065,,0.545
,,15040120,[],CHEMBL3369467,Inhibition of c-terminal 6xHis-tagged Bcl-2 (amino acids 1 to 204) (unknown origin) preincubated for 1 hr prior to substrate addition measured after 20 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NS(=O)(=O)c1ccc(N[C@H](CCN2CCOCC2)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1ccc(N2CCC(S(=O)(=O)c3ccccc3-c3ccc(Cl)cc3)CC2)cc1,,,CHEMBL3351631,Bioorg Med Chem Lett,2014,"{'bei': '7.12', 'le': '0.15', 'lle': '-1.10', 'sei': '4.43'}",CHEMBL3309283,,CHEMBL3309283,7.06,0,http://www.openphacts.org/units/Nanomolar,2254803,=,1,1,=,,IC50,nM,,87.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,uM,UO_0000065,,0.087
,,15040121,[],CHEMBL3369467,Inhibition of c-terminal 6xHis-tagged Bcl-2 (amino acids 1 to 204) (unknown origin) preincubated for 1 hr prior to substrate addition measured after 20 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,N#CC1(Cc2ccccc2-c2ccc(Cl)cc2)CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(N[C@H](CCN4CCOCC4)CSc4ccccc4)c(S(=O)(=O)C(F)(F)F)c3)cc2)CC1,,,CHEMBL3351631,Bioorg Med Chem Lett,2014,,CHEMBL3311490,,CHEMBL3311490,,0,http://www.openphacts.org/units/Nanomolar,2254804,<,1,1,<,,IC50,nM,,10.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,uM,UO_0000065,,0.01
,,15040122,[],CHEMBL3369467,Inhibition of c-terminal 6xHis-tagged Bcl-2 (amino acids 1 to 204) (unknown origin) preincubated for 1 hr prior to substrate addition measured after 20 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,NCC1(Cc2ccccc2-c2ccc(Cl)cc2)CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(N[C@H](CCN4CCOCC4)CSc4ccccc4)c(S(=O)(=O)C(F)(F)F)c3)cc2)CC1,,,CHEMBL3351631,Bioorg Med Chem Lett,2014,,CHEMBL3311491,,CHEMBL3311491,,0,http://www.openphacts.org/units/Nanomolar,2254805,<,1,1,<,,IC50,nM,,10.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,uM,UO_0000065,,0.01
,,15040123,[],CHEMBL3369467,Inhibition of c-terminal 6xHis-tagged Bcl-2 (amino acids 1 to 204) (unknown origin) preincubated for 1 hr prior to substrate addition measured after 20 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)C1(Cc2ccccc2-c2ccc(Cl)cc2)CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(N[C@H](CCN4CCOCC4)CSc4ccccc4)c(S(=O)(=O)C(F)(F)F)c3)cc2)CC1,,,CHEMBL3351631,Bioorg Med Chem Lett,2014,"{'bei': '7.67', 'le': None, 'lle': None, 'sei': None}",CHEMBL3311492,,CHEMBL3311492,7.77,0,http://www.openphacts.org/units/Nanomolar,2254806,=,1,1,=,,IC50,nM,,17.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,uM,UO_0000065,,0.017
,,15040124,[],CHEMBL3369467,Inhibition of c-terminal 6xHis-tagged Bcl-2 (amino acids 1 to 204) (unknown origin) preincubated for 1 hr prior to substrate addition measured after 20 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NS(=O)(=O)c1ccc(N[C@H](CCN2CCOCC2)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1ccc(N2CCC(CO)(Cc3ccccc3-c3ccc(Cl)cc3)CC2)cc1,,,CHEMBL3351631,Bioorg Med Chem Lett,2014,"{'bei': '7.44', 'le': '0.15', 'lle': '-1.31', 'sei': '4.97'}",CHEMBL3311493,,CHEMBL3311493,7.23,0,http://www.openphacts.org/units/Nanomolar,2254807,=,1,1,=,,IC50,nM,,59.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,uM,UO_0000065,,0.059
,,15040125,[],CHEMBL3369467,Inhibition of c-terminal 6xHis-tagged Bcl-2 (amino acids 1 to 204) (unknown origin) preincubated for 1 hr prior to substrate addition measured after 20 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NS(=O)(=O)c1ccc(N[C@H](CCN2CCOCC2)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1ccc(N2CCN(Cc3ccccc3-c3ncc(Cl)cn3)CC2)cc1,,,CHEMBL3351631,Bioorg Med Chem Lett,2014,"{'bei': '8.13', 'le': '0.17', 'lle': '0.85', 'sei': '4.98'}",CHEMBL3311494,,CHEMBL3311494,7.68,0,http://www.openphacts.org/units/Nanomolar,2254808,=,1,1,=,,IC50,nM,,21.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,uM,UO_0000065,,0.021
,,15040126,[],CHEMBL3369467,Inhibition of c-terminal 6xHis-tagged Bcl-2 (amino acids 1 to 204) (unknown origin) preincubated for 1 hr prior to substrate addition measured after 20 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NS(=O)(=O)c1ccc(N[C@H](CCN2CCOCC2)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1ccc(N2CCN(Cc3ccncc3-c3ccc(Cl)cc3)CC2)cc1,,,CHEMBL3351631,Bioorg Med Chem Lett,2014,,CHEMBL3309307,,CHEMBL3309307,,0,http://www.openphacts.org/units/Nanomolar,2254809,<,1,1,<,,IC50,nM,,10.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,uM,UO_0000065,,0.01
,,15040127,[],CHEMBL3369467,Inhibition of c-terminal 6xHis-tagged Bcl-2 (amino acids 1 to 204) (unknown origin) preincubated for 1 hr prior to substrate addition measured after 20 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NS(=O)(=O)c1ccc(N[C@H](CCN2CCOCC2)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1ccc(N2CCN(Cc3cccnc3-c3ccc(Cl)cc3)CC2)cc1,,,CHEMBL3351631,Bioorg Med Chem Lett,2014,"{'bei': '8.04', 'le': '0.16', 'lle': '0.16', 'sei': '5.37'}",CHEMBL3309308,,CHEMBL3309308,7.58,0,http://www.openphacts.org/units/Nanomolar,2254810,=,1,1,=,,IC50,nM,,26.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,uM,UO_0000065,,0.026
